human_bin,smiles,proteinName,protein_dataset
1,C(C(CO)O)O,prot215,human
1,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,prot28,human
1,C1[C@H]([C@H](C2=CC=CC=C21)NC(=O)[C@H](CC3=CC(=CC=C3)O)CC(=O)NO)O,prot216,human
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,prot28,human
0,CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C,prot218,human
0,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CS)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N)NC(=O)CC3(CCCCC3)S,prot219,human
0,C1OC2=C(O1)C=C(C=C2)CCN,prot220,human
0,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@H]1C(=O)CO)C)O)C)F,prot129,human
0,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O,prot222,human
0,C(CC(CC(=O)O)N)CN,prot224,human
0,C1=CC(=CC=C1[C@@H](CN)O)O,prot34,human
1,CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO2)OO,prot226,human
1,C1=CC(=CC=C1[N+](=O)[O-])O,prot227,human
1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,prot28,human
0,CCNC(=O)[C@@H]1[C@@H]([C@@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,prot229,human
1,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,prot100,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot9,human
0,C(CN)CO,prot230,human
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,prot211,human
0,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,prot176,human
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,prot231,human
1,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC,prot28,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot232,human
1,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,prot28,human
1,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNC/C=C/C3=CC=C(C=C3)Br,prot233,human
0,C1CCC2CCCCC2C1,prot234,human
0,CCC\1=C(C(=O)N/C1=C/C2=C(C(=C(N2)/C=C\3/C(=C(/C(=C/C4=NC(=O)C(=C4CC)C)/N3)CCC(=O)O)C)C)CCC(=O)O)C,prot235,human
1,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,prot3,human
1,C=O,prot236,human
1,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot28,human
0,C=CCC(=O)O,prot238,human
0,CC1(C(=O)N(C(=O)O1)C)C,prot239,human
1,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,prot198,human
1,C(C(CO)O)O,prot241,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot242,human
1,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],prot243,human
1,C(CC(=O)O)C(=O)C(=O)O,prot244,human
0,C1[C@H]([C@H](C(O1)(CO)O)O)O,prot245,human
0,CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C,prot247,human
0,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,prot248,human
1,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,prot5,human
1,CCCCCCCCCC[N+](C)(C)[O-],prot251,human
0,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO,prot252,human
1,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,prot254,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,prot255,human
1,CCCC1=C(C=CC2=C1ON=C2C(F)(F)F)OCCCOC3=CC4=C(C=C3)N(C=C4)CC(=O)O,prot256,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H](C(O3)O)O)O)O)O)O)O)O)O)O)O,prot257,human
1,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,prot258,human
0,CCCCCC(C(/C=C/C=C/C=C/C=C/C(CCCC(=O)O)O)O)O,prot260,human
0,C1=CC=C(C=C1)C(C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,prot261,human
0,C#CCC(C(=O)O)N,prot262,human
1,C(=C/C(=O)O)\C(=O)O,prot263,human
0,C/C=C/C1=CC(=C(C=C1)O)OC,prot264,human
0,C1CCC(CC1)C(=O)O,prot265,human
1,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,prot28,human
1,C1C[C@H](NC1)C2=CC(=NN2)NC(=O)NC3=CC=CC4=C3[C@@H]5CCCN5C4=O,prot9,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot267,human
0,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO,prot201,human
1,C1CN(CCC1COC2=CC=CC3=C2C(=NC(=N3)N)N)CC4=C(C(=CC=C4)Cl)Cl,prot268,human
1,C(C(CO)O)O,prot269,human
0,C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,prot272,human
1,CC1=NC(=NN1C2=CC(=CC(=C2)Cl)Cl)C(=O)O,prot49,human
1,C1=CC2=C(C=C1C(=[NH2+])N)NC(=N2)C(=O)C3=NC4=C(N3)C=C(C=C4)C(=[NH2+])N,prot44,human
1,CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C,prot274,human
1,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,prot9,human
0,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC(CC2=CC=CC(=C2)C(=N)N)C(=O)OC,prot275,human
1,CCCC[C@@H](C=O)NC(=O)O[C@H](CC1=CC=CC=C1)C(C)C,prot122,human
1,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC=C3F)C#N,prot9,human
0,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C,prot276,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot277,human
1,C(C(CO)O)O,prot278,human
0,B#N,prot181,human
0,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O,prot279,human
0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O[C@H]4C[C@@H](O[C@@H]4CO)N5C=NC6=C5N=CN=C6N)O,prot280,human
1,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,prot281,human
1,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,prot28,human
1,C1=CC=C2C(=C1)C=CC=C2N(C3=CC=CC=C3C(=O)O)C(=O)C(=O)O,prot282,human
0,CC(C(=O)N)O,prot206,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot283,human
0,CC(=O)C1CCC2[C@@]1(CC(C3C2CCC4=CC(=O)CC[C@]34C)O)C,prot284,human
0,CCNC(=O)[C@@H]1[C@@H]([C@@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,prot285,human
0,CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,prot286,human
0,CC(C(=O)O)C(=O)O,prot64,human
0,CC(CNC1=NC=NC2=C1C(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4)O,prot288,human
0,CCCCCC[C@@H](C(=O)[O-])O,prot289,human
1,C1=NC2=C(N1)C(=NC=N2)N,prot9,human
1,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,prot150,human
1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,prot9,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot9,human
0,CC(C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CCCC([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C,prot293,human
1,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C,prot294,human
1,C([C@H]([C@@H](CS)O)O)S,prot296,human
1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,prot297,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot298,human
0,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54,prot299,human
0,CCC=CCC=CCC=CCC=CC=CC(CCCC(=O)O)O,prot300,human
1,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,prot301,human
0,C[75Se]CC[C@@H](C(=O)O)N,prot302,human
1,CN1CCC[C@H]1CCN2C=C(C3=CC=CC=C32)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,prot9,human
1,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,prot28,human
0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,prot303,human
1,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,prot28,human
1,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,prot3,human
0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4([C@H]([C@]3(C)CO)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,prot304,human
1,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,prot9,human
0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C(CN)N,prot218,human
0,C1CC[C@H]([C@H](C1)CCP(=O)(O)O)C[C@@H](C(=O)O)N,prot305,human
1,CCCCCC(=O)CP(=O)(O)O,prot306,human
1,C([C@@H](C(=O)O)N)C(=O)O,prot307,human
1,CC(C)N1C=NC2=C1N=C(N=C2NC3=CC(=CC=C3)Cl)NCCO,prot309,human
0,CC(C)(C)C(C(CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,prot310,human
0,C1CCCCCC1,prot311,human
1,C1=CC(=CC=C1N=C(N)NO)Cl,prot94,human
0,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,prot312,human
1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,prot153,human
0,CCCCCC(=O)CC[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O,prot313,human
1,C(C(CO)O)O,prot315,human
0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,prot316,human
0,CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,prot317,human
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/[125I])CO)O,prot318,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot319,human
0,CCC(C)[C@@H](C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)C3CCCN3C(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CSSC4=CC(=C(C=C4)[N+](=O)[O-])C(=O)O)C(=O)O,prot320,human
1,C1=CC(=CC(=C1)CNC2=C(N=CC=C2)N)C3=CC4=C(C=C3)C=CN4,prot321,human
1,CC(C)[C@@H](C(=O)N1CCCC1)N,prot87,human
1,C(C(CO)O)O,prot323,human
0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@@H]6[C@@H](O6)[C@H]([C@@H]5O)O)C=C2,prot325,human
1,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl,prot3,human
1,C([C@H](CS)O)O,prot49,human
1,CCOCCOCCOC,prot202,human
0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,prot326,human
1,C(COCCOCCO)O,prot327,human
0,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N,prot328,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot329,human
1,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,prot9,human
1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,prot69,human
1,CNCC1=CC=C(C=C1)C2=C3C(=NC=N2)N=CN3,prot9,human
1,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCCCC,prot123,human
0,CCCC(=O)C1=CN=CC=C1,prot330,human
0,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)[N+]4=CNC5=C4N=CN=C5N)O)O)O)O)C(=O)N,prot331,human
1,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)I,prot309,human
0,CC1=NC=CN1CC2CCC3=C(C2=O)C4=C5N3CCCC5=CC=C4,prot334,human
1,C[C@@H](CC(C)(C)O)O,prot282,human
0,C([C@@H]1[C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O,prot335,human
0,C(C(C(=O)O)NC(=O)CN)C(=O)O,prot336,human
1,C(C(CO)O)O,prot337,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot338,human
1,C1=CC(=C(C=C1CCN)O)O,prot28,human
0,C(C(C(=O)O)S)(C(=O)O)S,prot339,human
1,CCCCCCC1=CC=C(C=C1)C(=O)C=C,prot256,human
0,CCCCC[C@@H](CCCCCCCCCCCC(=O)O)O,prot340,human
1,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot28,human
1,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,prot341,human
0,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,prot340,human
0,CN(C)CCC1=CC(=C(C2=C1C=CC3=CC=CC=C32)OC)OC,prot104,human
1,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,prot28,human
0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC[C@H]1C[C@H]1CCCCCC,prot343,human
1,CCOC(=O)C1=CC2=C(C=C(C=C2)O)OC1=O,prot344,human
0,C1=CC(=CC=C1C[C@H](C(=O)O)N)Cl,prot229,human
0,CO[C@@H]1CN(CC[C@@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,prot345,human
0,C1=CC=C(C=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot97,human
1,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot347,human
1,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,prot28,human
1,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,prot81,human
1,C(CSSC[C@@H](C(=O)O)N)O,prot26,human
1,C(CCNCCCN)CNCCCN,prot348,human
1,CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(CC[C@H](N3CCCOC)C4=CC=CC=C4)C=C2,prot349,human
0,C1CN[C@@H]1C(=O)O,prot350,human
0,C1C(CNC1C(=O)O)O,prot351,human
0,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,prot352,human
0,C[C@H](CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@H]([C@H](O4)CO)O)O,prot353,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O)CO)O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)O)O)O)O,prot354,human
0,CC(C)CC(C(=O)O)N,prot355,human
0,C#CC(CCC(=O)O)N,prot357,human
1,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,prot18,human
0,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,prot358,human
1,C1=C(C=C2C(=C1Cl)C(=C(N2)C(=O)O)CCC(=O)O)Cl,prot359,human
0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=CC4[C@@]3(CC[C@@H](C4)O)C)C,prot84,human
1,CC1=C(C=NN1)C2=CC=C(C=C2)CCN,prot9,human
0,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4NC(=O)C5=CC=CC=C5)O)OP(=O)(O1)O,prot360,human
0,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,prot362,human
1,CCNC(=O)COC1=C(C=C(C=C1)Cl)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C3CCCCC3)N,prot85,human
1,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,prot211,human
1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,prot258,human
0,C1=CC=C2C(=C1)C3=C4C5=C2C6=CC=CC=C6C7=C5C8=C(C9=CC=CC=C97)C1=CC=CC=C1C1=C8C4=C(C2=CC=CC=C23)C2=CC=CC=C21,prot365,human
1,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,prot366,human
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot367,human
0,C(CC(=O)N)C(=O)N,prot368,human
1,C(C(CO)O)O,prot369,human
0,CC(=CCC1=C(OC2=C3C=CC(OC3=CC(=C2C1=O)O)(C)C)C4=C(C=C(C=C4)O)O)C,prot74,human
1,C(COCCOCCO)O,prot8,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot370,human
0,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,prot371,human
1,C(C(CO)O)O,prot372,human
0,C1CC(C1)O,prot373,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot374,human
0,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,prot375,human
0,C(CCCCC/C=C/C=C/C=C/C=C/C(=O)O)CCCCCO,prot376,human
1,C(C(CO)O)O,prot377,human
1,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,prot378,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O[C@@H]2[C@H](CO)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)[C@H](CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)[C@H](CO)O)O)O)O)O)O)O)O,prot147,human
1,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4,prot28,human
0,C(C1[C@H](C([C@H]([C@H](O1)O)O)O)O[C@@H]2[C@@H](C(C(C(O2)CO)O[C@@H]3[C@@H](C(C(C(O3)CO)O)O)O)O)O)O,prot379,human
1,C(C(CO)O)O,prot380,human
0,O([Si])[Si],prot381,human
1,C1=CC(=C(C(=C1)Cl)Cl)C2=NC3=C(C=NN3C(=C2)NCC4=CC=NC=C4)SC#N,prot9,human
1,CCCC[C@@]12CCC(=O)C(=C1C3=C(C2)C=C(C=C3)O)Br,prot382,human
0,CC(CCC(C)O)O,prot383,human
0,C[C@H]1[C@H]2[C@H](C[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H](C6(C)C)O)C)C)O[C@]7([C@@H]1OC([C@H]7O)(C)C)O,prot384,human
0,CCCCCCCCCCCCOC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,prot385,human
0,CC(C)CC[C@H]([C@@](C)(C1CC[C@@]2([C@@]1(C[C@H](C3C2=CC(=O)[C@]4([C@@]3(C[C@@H]([C@@H](C4)O)O)C)O)O)C)O)O)O,prot386,human
0,CCCCCCCCCCCCCCO,prot387,human
0,C1CCC2CCCCC2C1,prot388,human
0,CC(C)N(C1=CC=CC=C1)C(=O)CCl,prot389,human
0,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,prot390,human
0,C[C@@H]1CN(C(=O)[C@@H]1N)O,prot392,human
0,CC[C@H]1CN2CCC1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O,prot393,human
0,CC1=CC(NC2=CC=CC=C12)(C)C,prot394,human
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot395,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot396,human
1,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@@H]1[C@H](O1)C(=O)OCC,prot397,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot398,human
1,CN(C)C[C@@H](COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O,prot9,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot398,human
1,C[C@@H](CC(C)(C)O)O,prot399,human
1,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot28,human
