celegans_bin,smiles,proteinName,protein_dataset
1,C(COCCOCCO)O,prot25,celegans
1,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,prot2,celegans
0,CCCC(CCC)C(=O)O,prot263,celegans
1,C1CN(CCN1)C2=CC3=C(CNC(=O)N3C4=C(C=CC=C4Cl)Cl)C(=C2)C5=C(C=C(C=C5)F)F,prot25,celegans
0,C1C2CC3CC1CC(C2)(C3)N,prot264,celegans
1,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,prot1,celegans
0,C1=CC(=CC=C1OCC(CO)O)Cl,prot265,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot266,celegans
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot25,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot267,celegans
0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,prot268,celegans
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot269,celegans
1,C(COCCOCCO)O,prot270,celegans
0,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,prot271,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot25,celegans
1,CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C2=CN=C3C=CC=C(C3=C2)NC4=CC=CC=N4,prot25,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot25,celegans
0,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,prot272,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot42,celegans
1,C(=O)(C(=O)O)O,prot108,celegans
0,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,prot273,celegans
0,CCNC1=CC=CC=C1,prot274,celegans
0,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,prot275,celegans
1,C(C(CO)O)O,prot276,celegans
0,C(C(C(=O)O)N)O,prot277,celegans
1,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,prot170,celegans
1,C(CCO)CO,prot160,celegans
1,C(COCCOCCO)O,prot85,celegans
1,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,prot25,celegans
0,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,prot278,celegans
0,CCCCCCCCCC=O,prot279,celegans
1,C1COCCN1C2=CC(=CC(=C2)C(=O)NC3=CC4=C(C=C3)NC=C4)F,prot25,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot280,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot281,celegans
0,CCCCCCO,prot282,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,prot224,celegans
1,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,prot283,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot25,celegans
0,CC(CCO)O,prot35,celegans
1,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot1,celegans
0,C(CO)NN,prot285,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,prot234,celegans
0,CC(C)(C)C1=CC(=C(C=C1)O)O,prot286,celegans
1,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,prot118,celegans
1,C(C(CO)O)O,prot287,celegans
1,CC(C)(C)C1=CC(=NN1)NC(=O)NC2=CC(=C(C=C2)Cl)COC3=CN=CC=C3,prot25,celegans
1,C(C(CO)O)O,prot288,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCC(=O)O)O,prot290,celegans
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,prot1,celegans
0,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,prot291,celegans
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot25,celegans
0,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot292,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,prot293,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,prot294,celegans
0,COC(=O)C1=CC(=C(C(=C1)O)O)O,prot295,celegans
1,C1C[C@@H]([C@H](C[C@H]1N2CCN3C(=NN=C3C(F)(F)F)C2)N)C4=CC(=C(C=C4F)F)F,prot139,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot296,celegans
1,CN1C=NC=C1[C@@H](C2=CC=C(C=C2)C#N)OCC3=C(C=C(C(=N3)Cl)C#N)C4=CC(=CC=C4)Cl,prot297,celegans
0,CCCCCCCCCCC(=O)O,prot123,celegans
1,C1[C@H]2[C@@H]([C@@H](S1)CCCCC=O)NC(=O)N2,prot174,celegans
0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,prot103,celegans
1,C1COCCO1,prot298,celegans
0,C(C1C(C(C(C(=O)O1)O)O)O)O,prot299,celegans
1,C(C(CO)O)O,prot220,celegans
0,CC(CCCN)(C(=O)O)N,prot300,celegans
1,CCC1=CC(=C(C=C1OC)CC(C)N)OC,prot1,celegans
1,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
0,C(=O)(N)NN,prot301,celegans
0,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,prot302,celegans
0,C1=CC(=C(N=C1)C(=O)O)C(=O)O,prot303,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot25,celegans
1,C/C=C/C=O,prot17,celegans
1,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,prot118,celegans
0,CCCCCCCCCCCCCC(=O)OC(C)C,prot307,celegans
0,C(CCC(=O)O)CC(=O)O,prot308,celegans
0,C(CCO)CO,prot310,celegans
0,C(CC(=O)C(=O)O)CC(=O)O,prot311,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot312,celegans
1,C1=C(C(=O)NC(=O)N1C[C@@H](C(=O)O)N)I,prot8,celegans
0,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,prot313,celegans
0,C1CN[C@@H]1C(=O)O,prot314,celegans
1,C(C(CO)O)O,prot315,celegans
1,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,prot316,celegans
0,C(CC(=O)O)C(C(=O)O)N,prot317,celegans
0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,prot318,celegans
0,CCC(C)C(=O)O,prot286,celegans
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,prot319,celegans
0,C1CC(OC1)N2C=C(C(=O)NC2=O)F,prot94,celegans
0,CC(=O)[O-],prot0,celegans
0,CC(C(=O)C)O,prot167,celegans
0,CCC(=O)O,prot167,celegans
1,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,prot1,celegans
1,C(C(CO)O)O,prot320,celegans
1,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,prot2,celegans
1,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,prot129,celegans
0,[O-]S(=O)(=O)[O-],prot321,celegans
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,prot15,celegans
1,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,prot1,celegans
0,C(C(C(CO)O)O)O,prot322,celegans
0,CCNC1=CC=CC=C1,prot323,celegans
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot324,celegans
0,CCC(C(=O)C)(C(=O)O)O,prot77,celegans
0,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,prot326,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot327,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O,prot328,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot329,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot330,celegans
1,C([C@@H](C(=O)O)N)SO,prot287,celegans
0,CCC(C)C(C(=O)O)N,prot331,celegans
1,C(C(CO)O)O,prot333,celegans
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,prot1,celegans
1,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot1,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot25,celegans
0,CC(=O)CC(=O)CCC(=O)O,prot334,celegans
0,CCCCCCO,prot335,celegans
0,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,prot336,celegans
0,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,prot337,celegans
0,CC(CCCN)(C(=O)O)N,prot299,celegans
1,C1CN(CCC1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NCC(=O)O,prot338,celegans
1,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,prot25,celegans
1,CC[C@H](C)[C@@H](C(=O)O)N,prot259,celegans
1,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=CC4=C3OCO4)Cl)OCCCN5CCCCC5,prot178,celegans
1,C([C@@H](C(=O)O)N)SO,prot183,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,prot339,celegans
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,prot1,celegans
0,C1=C(NC=N1)CC(CO)N,prot340,celegans
1,CC(C)(C)OC(=O)[C@H](CCC(=O)N)N,prot341,celegans
1,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,prot1,celegans
1,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,prot1,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot342,celegans
1,C1=CC(=C(C=C1CCN)O)O,prot1,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot26,celegans
1,C1[C@@H]([C@H]([C@@H](CN1CCCC2=CC=CC=C2)O)O)CO,prot117,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,prot178,celegans
0,CCC(C)N1C(=O)C(=C(NC1=O)C)Br,prot344,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot345,celegans
1,CCCCCCCC(=O)O,prot346,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,prot347,celegans
0,CCCCCCCCCCC(=O)O,prot348,celegans
0,C(C(=O)C(=O)O)O,prot349,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot350,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,prot351,celegans
0,C(CN)CO,prot352,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot353,celegans
0,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,prot354,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot355,celegans
1,CC1=C(C=CC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,prot356,celegans
1,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,prot1,celegans
1,C[C@H]([C@@H](C(=O)O)N)O,prot26,celegans
0,C(CN)C(C(=O)O)N,prot324,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot359,celegans
1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,prot1,celegans
0,C(CN)C(C(=O)O)N,prot360,celegans
1,C1=CC(=CC=C1CCN)S(=O)(=O)F,prot139,celegans
0,CCC(=O)C(=O)O,prot362,celegans
0,CC(C(=O)O)O,prot363,celegans
0,CS(=O)(=O)OCCCCOS(=O)(=O)C,prot364,celegans
0,CC(C[N+](C)(C)C)OC(=O)C,prot365,celegans
1,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,prot283,celegans
0,CCCNCCC,prot366,celegans
0,C(C(=O)C(=O)O)C(=O)O,prot367,celegans
0,CC(C)I,prot368,celegans
0,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,prot279,celegans
1,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNC/C=C/C3=CC=C(C=C3)Br,prot230,celegans
0,COC(=O)CCC(=O)OC,prot369,celegans
1,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,prot1,celegans
0,C1=NC2=C(N1COCCO)NC(=NC2=O)N,prot370,celegans
1,C(C(CO)O)O,prot151,celegans
1,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)C(F)(F)P(=O)(O)O)C(=O)N,prot191,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot371,celegans
0,CC(CNCC(C)O)O,prot372,celegans
0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,prot373,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot25,celegans
1,CC1=CC(=O)OC2=C1C=CC(=C2)N,prot374,celegans
1,C1=CC(=CC=C1NC2=NC=NC(=C2)N)S(=O)(=O)N,prot25,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O,prot308,celegans
1,C1=CC=C2C(=C1)NC(=N2)NCC3=CC=C(S3)C4=CSC(=N4)N=C(N)N,prot342,celegans
1,C(C(CO)O)O,prot85,celegans
1,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,prot151,celegans
1,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,prot1,celegans
0,[O-]S(=O)(=O)[O-],prot375,celegans
1,C(C(CO)O)O,prot377,celegans
1,C1CC1CN2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F,prot25,celegans
0,CC(C(=O)O)N,prot379,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot178,celegans
0,C(CN)CO,prot139,celegans
0,C1CCC(CC1)N,prot380,celegans
1,C(C(CO)O)O,prot176,celegans
1,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,prot25,celegans
0,C(CN)CO,prot123,celegans
0,C(CN)CO,prot381,celegans
1,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1,prot382,celegans
0,CC(CC=O)O,prot383,celegans
0,C#CCO,prot384,celegans
0,CCCCCCCCCCCCO,prot385,celegans
1,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot1,celegans
0,CC(C(=O)C)O,prot367,celegans
1,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,prot1,celegans
1,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,prot1,celegans
1,C(C(CO)O)O,prot296,celegans
1,CC(C)(C)C1=C(C(=NS1)[O-])C[C@@H](C(=O)O)[NH3+],prot8,celegans
1,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCCCC,prot387,celegans
1,CCCCCCCC(=O)O,prot388,celegans
0,CCCCCCCCCCCCCCCCCCCCCC(=O)O,prot389,celegans
1,C(C(CO)O)O,prot44,celegans
0,CSCCC(C(=O)O)N,prot268,celegans
0,CCC(C)OC(=O)C,prot390,celegans
0,C(CO)C(C(=O)O)N,prot267,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot112,celegans
0,C(C1C(C(C(O1)O)O)O)O,prot392,celegans
0,[O-]S(=O)(=O)[O-],prot393,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot394,celegans
1,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,prot8,celegans
1,C(CSSC[C@@H](C(=O)O)N)O,prot25,celegans
0,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,prot395,celegans
1,C1=CC=C(C(=C1)O)Cl,prot25,celegans
1,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,prot1,celegans
0,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,prot396,celegans
0,CC(=O)CO,prot121,celegans
0,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,prot397,celegans
1,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,prot398,celegans
1,CC1=C2C=CN(C2=CC=C1)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O,prot399,celegans
0,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,prot20,celegans
1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=CN(C=C43)C(=O)CC5=CC=CS5,prot25,celegans
0,CC(C)C1=C(C(=CC=C1)C(C)C)O,prot400,celegans
0,CC(=O)C=O,prot101,celegans
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot401,celegans
0,C(C=O)Cl,prot402,celegans
0,C1CC(OC1)N2C=C(C(=O)NC2=O)F,prot403,celegans
0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,prot144,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot25,celegans
0,CC(C)NCCO,prot404,celegans
0,C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O,prot405,celegans
1,C[C@@H](CC(C)(C)O)O,prot406,celegans
0,CCCC(C(=O)O)N,prot407,celegans
0,C#CC(CCC(=O)O)N,prot408,celegans
1,C1CC1NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3,prot25,celegans
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O,prot409,celegans
1,CS(=O)(=O)C1=CC2=C(C=C1)N3C[C@@H]([C@H](CC3=N2)C4=CC(=C(C=C4F)F)F)N,prot139,celegans
0,CC(CN)O,prot410,celegans
0,COC1=CC=C(C=C1)C(=O)O,prot411,celegans
1,CC(C)C[C@@H](CC(=O)O)CN,prot412,celegans
0,CCCCC(C(=O)O)N,prot379,celegans
1,CCCCCCCCCCCCCCCC(=O)O,prot413,celegans
1,C(C(CO)O)O,prot26,celegans
0,C(C=O)Cl,prot414,celegans
0,C1=CC=C2C(=C1)C=CC=C2NC(=O)CF,prot416,celegans
0,C(C(C(C(C(=O)CO)O)O)O)O,prot330,celegans
1,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot25,celegans
1,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,prot1,celegans
1,C(C(CO)O)O,prot417,celegans
1,COC1=CC=C(C=C1)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)C4=CC=CC=C4,prot15,celegans
0,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,prot419,celegans
0,CCC(C(=O)O)O,prot420,celegans
0,C(C(C(=O)O)N)C(=O)O,prot200,celegans
1,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,prot422,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot423,celegans
0,C1=CC2=C(C=C1C(=[NH2+])N)NC(=N2)C(=O)C3=NC4=C(N3)C=C(C=C4)C(=[NH2+])N,prot303,celegans
0,CC(CC=O)O,prot424,celegans
0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,prot22,celegans
0,CC(C(=O)O)N,prot38,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot335,celegans
1,C[C@@H](C1=CC=CN1)C2=C3C=C(C=CC3=NC2=O)NC(=O)N,prot220,celegans
0,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,prot426,celegans
1,C(C(CO)O)O,prot69,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,prot427,celegans
1,C[C@@H](/C=C(\C)/C=C/[C@@H]([C@H](C)C(=O)O)N)[C@H](CC1=CC=CC=C1)OC,prot388,celegans
1,C([C@@H](C(=O)O)N)SS,prot25,celegans
0,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)N)O,prot428,celegans
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot169,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot429,celegans
1,C[C@@H](CC(C)(C)O)O,prot236,celegans
1,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,prot1,celegans
1,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,prot1,celegans
1,C1C(=NO[C@@]12[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C3=CC=CC=C3,prot117,celegans
0,CCCCCCC(=O)O,prot430,celegans
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,prot431,celegans
1,C(C(=O)O)N,prot432,celegans
0,C(C(C(C(C(=O)C(=O)O)O)O)O)O,prot433,celegans
0,C1=CC=C(C(=C1)C(=O)O)N,prot434,celegans
0,CCCCCO,prot435,celegans
1,CCO[C@@H](CC1=CC2=C(C=C1)N(C=C2)CC3=C(OC(=N3)C4=CC=CC=C4Cl)C)C(=O)O,prot15,celegans
0,CCCCCCCCCCCCCCO,prot277,celegans
0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F,prot436,celegans
1,CC1=CC=CC2=C1CCNC2=O,prot437,celegans
0,C[S+](C)CCC(C(=O)O)N,prot438,celegans
0,C(C(F)(F)F)Cl,prot295,celegans
0,C1=CC=C(C=C1)CC(=O)N,prot439,celegans
1,CCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,prot440,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot441,celegans
0,C1CC(=O)NC1C(=O)O,prot274,celegans
0,CC(CCCN)(C(=O)O)N,prot260,celegans
0,COC1=C(C=CC(=C1)C(C(=O)O)O)O,prot442,celegans
1,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,prot443,celegans
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot324,celegans
1,C(COCCOCCO)O,prot296,celegans
1,C(C(CO)O)O,prot444,celegans
0,C1=CC=C(C=C1)COC=O,prot445,celegans
1,CS(=O)C,prot446,celegans
